flight_id,departure_airport,arrival_airport,scheduled_departure_datetime,actual_departure_datetime,scheduled_arrival_datetime,actual_arrival_datetime,distance_miles
75429,PBI,DCA,2022-07-09 11:01:00,2022-07-09 11:04:00,2022-07-09 13:40:00,2022-07-09 13:43:00,859
66525,MCO,SAV,2022-07-09 11:04:00,2022-07-09 11:03:00,2022-07-09 12:12:00,2022-07-09 12:11:00,255
17278,MDW,TPA,2022-07-09 11:24:00,2022-07-09 11:23:00,2022-07-09 14:24:00,2022-07-09 14:23:00,998
17479,PDX,DEN,2022-07-09 11:35:00,2022-07-09 11:37:00,2022-07-09 14:33:00,2022-07-09 14:26:00,989
36231,ANC,SFO,2022-07-09 11:38:00,2022-07-09 11:39:00,2022-07-09 17:10:00,2022-07-09 17:15:00,2016
81893,SAV,MSY,2022-07-09 12:37:00,2022-07-09 12:33:00,2022-07-09 14:30:00,2022-07-09 14:22:00,555
50449,SAN,SFO,2022-07-09 12:37:00,2022-07-09 12:39:00,2022-07-09 14:14:00,2022-07-09 14:12:00,446
30131,PBI,SLC,2022-07-09 12:45:00,2022-07-09 12:43:00,2022-07-09 18:23:00,2022-07-09 18:16:00,2059
36554,JFK,BUF,2022-07-09 13:20:00,2022-07-09 13:25:00,2022-07-09 14:35:00,2022-07-09 14:44:00,300
41530,HNL,RIC,2022-07-09 13:24:00,2022-07-09 13:23:00,2022-07-10 02:00:00,2022-07-10 02:03:00,4838
27052,SNA,SDF,2022-07-09 13:27:00,2022-07-09 13:24:00,2022-07-09 18:29:00,2022-07-09 18:48:00,1815
71082,LGA,FAI,2022-07-09 13:33:00,2022-07-09 13:35:00,2022-07-09 22:12:00,2022-07-09 22:21:00,3259
32764,JAX,BNA,2022-07-09 14:10:00,2022-07-09 14:16:00,2022-07-09 15:52:00,2022-07-09 16:01:00,484
19862,TUL,ANC,2022-07-09 14:19:00,2022-07-09 14:20:00,2022-07-09 22:02:00,2022-07-09 22:11:00,2888
43926,CMH,FLL,2022-07-09 14:48:00,2022-07-09 14:44:00,2022-07-09 17:44:00,2022-07-09 17:41:00,975
90463,DEN,MEM,2022-07-09 15:04:00,2022-07-09 15:02:00,2022-07-09 17:44:00,2022-07-09 17:47:00,871
83318,RDU,SAT,2022-07-09 15:08:00,2022-07-09 15:07:00,2022-07-09 18:41:00,2022-07-09 18:34:00,1222
39372,STL,SFO,2022-07-09 15:14:00,2022-07-09 15:09:00,2022-07-09 20:03:00,2022-07-09 20:03:00,1731
32778,MEM,PIT,2022-07-09 15:41:00,2022-07-09 15:37:00,2022-07-09 17:49:00,2022-07-09 17:46:00,651
44398,JAX,ANC,2022-07-09 15:46:00,2022-07-09 15:47:00,2022-07-10 01:28:00,2022-07-10 01:26:00,3681
35591,CVG,DTW,2022-07-09 15:46:00,2022-07-09 15:48:00,2022-07-09 16:51:00,2022-07-09 16:57:00,229
80412,RDU,ANC,2022-07-09 16:02:00,2022-07-09 15:58:00,2022-07-10 01:13:00,2022-07-10 01:09:00,3473
92669,SFB,SAN,2022-07-09 16:27:00,2022-07-09 16:25:00,2022-07-09 22:18:00,2022-07-09 22:20:00,2142
14131,PDX,LAX,2022-07-09 16:29:00,2022-07-09 16:34:00,2022-07-09 19:04:00,2022-07-09 19:09:00,834
13370,LAX,SMF,2022-07-09 16:38:00,2022-07-09 16:34:00,2022-07-09 18:03:00,2022-07-09 17:59:00,373
19263,SLC,ADW,2022-07-09 16:45:00,2022-07-09 16:43:00,2022-07-09 21:53:00,2022-07-09 21:50:00,1857
79568,TUL,PWM,2022-07-09 16:48:00,2022-07-09 16:44:00,2022-07-09 20:55:00,2022-07-09 20:50:00,1443
87733,JFK,DCA,2022-07-09 16:56:00,2022-07-09 17:00:00,2022-07-09 17:58:00,2022-07-09 17:59:00,212
47235,FAI,IAH,2022-07-09 17:04:00,2022-07-09 17:09:00,2022-07-10 01:46:00,2022-07-10 01:51:00,3277
50474,JFK,STL,2022-07-09 17:13:00,2022-07-09 17:10:00,2022-07-09 19:56:00,2022-07-09 19:54:00,890
80502,RIC,RSW,2022-07-09 17:34:00,2022-07-09 19:42:00,2022-07-09 20:04:00,2022-07-09 22:24:00,801
38595,BNA,DEN,2022-07-09 18:15:00,2022-07-09 18:17:00,2022-07-09 21:16:00,2022-07-09 21:17:00,1011
11160,PHL,RDU,2022-07-09 18:23:00,2022-07-09 18:21:00,2022-07-09 19:44:00,2022-07-09 19:42:00,337
23943,TPA,BWI,2022-07-09 18:31:00,2022-07-09 18:32:00,2022-07-09 21:07:00,2022-07-09 21:32:00,844
63483,MCO,LGA,2022-07-09 18:46:00,2022-07-09 18:48:00,2022-07-09 21:39:00,2022-07-09 21:40:00,951
62121,CLT,ADW,2022-07-09 18:53:00,2022-07-09 18:51:00,2022-07-09 20:13:00,2022-07-09 20:10:00,335
87834,FLL,RDU,2022-07-09 19:00:00,2022-07-09 18:58:00,2022-07-09 21:12:00,2022-07-09 21:10:00,682
16066,IAD,SLC,2022-07-09 19:01:00,2022-07-09 19:07:00,2022-07-10 00:05:00,2022-07-10 00:13:00,1824
10122,ONT,OAK,2022-07-09 19:09:00,2022-07-09 19:10:00,2022-07-09 20:33:00,2022-07-09 20:40:00,361
93953,MEM,DTW,2022-07-09 19:28:00,2022-07-09 19:31:00,2022-07-09 21:29:00,2022-07-09 21:29:00,610
80514,TUL,BOS,2022-07-09 19:30:00,2022-07-09 19:55:00,2022-07-09 23:29:00,2022-07-09 23:58:00,1391
59001,SAT,EWR,2022-07-09 19:47:00,2022-07-09 19:47:00,2022-07-10 00:12:00,2022-07-10 00:16:00,1567
21568,SAN,SMF,2022-07-09 19:52:00,2022-07-09 19:56:00,2022-07-09 21:34:00,2022-07-09 21:44:00,480
11481,RDU,BOS,2022-07-09 19:54:00,2022-07-09 19:55:00,2022-07-09 21:55:00,2022-07-09 21:52:00,611
61954,IAD,PIT,2022-07-09 19:57:00,2022-07-09 19:56:00,2022-07-09 20:55:00,2022-07-09 21:00:00,182
94504,SAV,LAX,2022-07-09 20:15:00,2022-07-09 20:20:00,2022-07-10 02:07:00,2022-07-10 02:14:00,2147
75731,CLE,PHL,2022-07-09 20:15:00,2022-07-09 20:26:00,2022-07-09 21:40:00,2022-07-09 21:55:00,362
78623,BUF,MKE,2022-07-09 20:23:00,2022-07-09 20:22:00,2022-07-09 22:03:00,2022-07-09 22:08:00,463
66129,PHX,ADW,2022-07-09 21:07:00,2022-07-09 21:06:00,2022-07-10 02:35:00,2022-07-10 02:38:00,1984
39607,SAV,IAH,2022-07-09 21:12:00,2022-07-09 21:10:00,2022-07-09 23:49:00,2022-07-09 23:51:00,849
43974,MIA,SNA,2022-07-09 21:12:00,2022-07-09 21:18:00,2022-07-10 03:28:00,2022-07-10 03:35:00,2306
87352,MEM,PWM,2022-07-09 21:33:00,2022-07-09 21:38:00,2022-07-10 01:03:00,2022-07-10 01:05:00,1203
22542,PVD,ORD,2022-07-09 21:40:00,2022-07-09 21:43:00,2022-07-10 00:17:00,2022-07-10 00:19:00,847
80175,ONT,DTW,2022-07-10 06:54:00,2022-07-10 06:53:00,2022-07-10 12:13:00,2022-07-10 12:17:00,1930
59839,IND,SAT,2022-07-10 07:16:00,2022-07-10 07:14:00,2022-07-10 10:14:00,2022-07-10 10:06:00,985
31602,ATL,SNA,2022-07-10 07:44:00,2022-07-10 07:43:00,2022-07-10 13:01:00,2022-07-10 13:04:00,1915
36197,SFO,PBI,2022-07-10 07:51:00,2022-07-10 07:54:00,2022-07-10 14:46:00,2022-07-10 14:48:00,2563
39601,SFO,MSP,2022-07-10 08:29:00,2022-07-10 08:27:00,2022-07-10 12:57:00,2022-07-10 12:59:00,1585
59573,CVG,ONT,2022-07-10 08:45:00,2022-07-10 08:43:00,2022-07-10 13:53:00,2022-07-10 13:48:00,1850
70622,SJC,ATL,2022-07-10 08:53:00,2022-07-10 08:57:00,2022-07-10 14:39:00,2022-07-10 14:39:00,2111
83345,PWM,MIA,2022-07-10 09:03:00,2022-07-10 09:05:00,2022-07-10 12:56:00,2022-07-10 12:58:00,1355
20770,TPA,CLT,2022-07-10 09:05:00,2022-07-10 09:05:00,2022-07-10 10:51:00,2022-07-10 10:49:00,508
27921,SAT,STL,2022-07-10 09:21:00,2022-07-10 11:29:00,2022-07-10 11:49:00,2022-07-10 13:59:00,786
31163,AUS,BUF,2022-07-10 09:38:00,2022-07-10 09:34:00,2022-07-10 13:33:00,2022-07-10 13:32:00,1365
48304,PBI,IAD,2022-07-10 09:39:00,2022-07-10 09:39:00,2022-07-10 12:18:00,2022-07-10 12:19:00,861
28012,SAN,PWM,2022-07-10 09:44:00,2022-07-10 09:45:00,2022-07-10 16:47:00,2022-07-10 17:03:00,2618
36415,PHL,PIT,2022-07-10 10:37:00,2022-07-10 10:40:00,2022-07-10 11:47:00,2022-07-10 11:56:00,267
93889,PWM,BUF,2022-07-10 10:38:00,2022-07-10 10:40:00,2022-07-10 12:12:00,2022-07-10 12:12:00,426
41156,ONT,DTW,2022-07-10 10:40:00,2022-07-10 10:36:00,2022-07-10 15:59:00,2022-07-10 15:53:00,1930
43385,MCO,SAV,2022-07-10 11:04:00,2022-07-10 11:06:00,2022-07-10 12:12:00,2022-07-10 12:11:00,255
43587,TUL,STL,2022-07-10 11:10:00,2022-07-10 11:15:00,2022-07-10 12:33:00,2022-07-10 12:43:00,350
27969,MEM,ORD,2022-07-10 11:14:00,2022-07-10 11:12:00,2022-07-10 12:58:00,2022-07-10 12:59:00,492
74643,MDW,PWM,2022-07-10 11:24:00,2022-07-10 11:28:00,2022-07-10 14:08:00,2022-07-10 14:13:00,893
83030,MDW,TPA,2022-07-10 11:24:00,2022-07-10 11:26:00,2022-07-10 14:24:00,2022-07-10 14:21:00,998
58085,PDX,DEN,2022-07-10 11:35:00,2022-07-10 11:37:00,2022-07-10 14:33:00,2022-07-10 14:38:00,989
64870,ANC,SFO,2022-07-10 11:38:00,2022-07-10 11:42:00,2022-07-10 17:10:00,2022-07-10 17:17:00,2016
93926,SAT,PIT,2022-07-10 12:26:00,2022-07-10 12:27:00,2022-07-10 16:07:00,2022-07-10 16:09:00,1276
98178,SAV,MSY,2022-07-10 12:37:00,2022-07-10 12:51:00,2022-07-10 14:30:00,2022-07-10 14:44:00,555
19655,SAN,SFO,2022-07-10 12:37:00,2022-07-10 12:40:00,2022-07-10 14:14:00,2022-07-10 14:20:00,446
57805,ONT,RIC,2022-07-10 12:48:00,2022-07-10 12:42:00,2022-07-10 18:56:00,2022-07-10 18:52:00,2253
80855,SEA,SAT,2022-07-10 12:54:00,2022-07-10 12:55:00,2022-07-10 17:50:00,2022-07-10 17:49:00,1774
86420,JFK,SYR,2022-07-10 13:02:00,2022-07-10 13:00:00,2022-07-10 14:03:00,2022-07-10 13:56:00,208
94517,SMF,CLT,2022-07-10 13:18:00,2022-07-10 13:18:00,2022-07-10 19:24:00,2022-07-10 19:19:00,2239
49765,JFK,BUF,2022-07-10 13:20:00,2022-07-10 13:40:00,2022-07-10 14:35:00,2022-07-10 14:49:00,300
31642,HNL,RIC,2022-07-10 13:24:00,2022-07-10 13:26:00,2022-07-11 02:00:00,2022-07-11 02:21:00,4838
23730,LGA,FAI,2022-07-10 13:33:00,2022-07-10 13:29:00,2022-07-10 22:12:00,2022-07-10 22:07:00,3259
29523,CMH,FLL,2022-07-10 14:48:00,2022-07-10 14:52:00,2022-07-10 17:44:00,2022-07-10 17:52:00,975
85433,DEN,MEM,2022-07-10 15:04:00,2022-07-10 15:01:00,2022-07-10 17:44:00,2022-07-10 17:36:00,871
30630,RDU,SAT,2022-07-10 15:08:00,2022-07-10 15:13:00,2022-07-10 18:41:00,2022-07-10 18:44:00,1222
85529,MEM,PIT,2022-07-10 15:41:00,2022-07-10 15:42:00,2022-07-10 17:49:00,2022-07-10 17:54:00,651
62295,JAX,ANC,2022-07-10 15:46:00,2022-07-10 15:41:00,2022-07-11 01:28:00,2022-07-11 01:26:00,3681
29920,JAX,MEM,2022-07-10 15:56:00,2022-07-10 15:57:00,2022-07-10 17:53:00,2022-07-10 18:20:00,574
15238,PDX,LAX,2022-07-10 16:29:00,2022-07-10 16:28:00,2022-07-10 19:04:00,2022-07-10 18:59:00,834
89949,LAX,SMF,2022-07-10 16:38:00,2022-07-10 16:44:00,2022-07-10 18:03:00,2022-07-10 18:10:00,373
78302,SLC,ADW,2022-07-10 16:45:00,2022-07-10 16:48:00,2022-07-10 21:53:00,2022-07-10 22:21:00,1857
76884,TUL,PWM,2022-07-10 16:48:00,2022-07-10 16:53:00,2022-07-10 20:55:00,2022-07-10 21:00:00,1443
85170,FAI,IAH,2022-07-10 17:04:00,2022-07-10 17:00:00,2022-07-11 01:46:00,2022-07-11 01:41:00,3277
37070,JFK,STL,2022-07-10 17:13:00,2022-07-10 17:08:00,2022-07-10 19:56:00,2022-07-10 19:50:00,890
17382,RIC,RSW,2022-07-10 17:34:00,2022-07-10 17:30:00,2022-07-10 20:04:00,2022-07-10 20:01:00,801
95373,BNA,DEN,2022-07-10 18:15:00,2022-07-10 18:19:00,2022-07-10 21:16:00,2022-07-10 21:26:00,1011
24018,PHL,RDU,2022-07-10 18:23:00,2022-07-10 18:28:00,2022-07-10 19:44:00,2022-07-10 19:55:00,337
19722,TPA,BWI,2022-07-10 18:31:00,2022-07-10 18:36:00,2022-07-10 21:07:00,2022-07-10 21:17:00,844
47339,MSY,SEA,2022-07-10 18:33:00,2022-07-10 18:30:00,2022-07-11 00:16:00,2022-07-11 00:11:00,2084
33879,SFO,EWR,2022-07-10 18:41:00,2022-07-10 18:37:00,2022-07-11 01:35:00,2022-07-11 01:36:00,2559
22872,MCO,LGA,2022-07-10 18:46:00,2022-07-10 18:45:00,2022-07-10 21:39:00,2022-07-10 21:38:00,951
49251,CLT,ADW,2022-07-10 18:53:00,2022-07-10 18:49:00,2022-07-10 20:13:00,2022-07-10 20:07:00,335
18335,FLL,RDU,2022-07-10 19:00:00,2022-07-10 19:00:00,2022-07-10 21:12:00,2022-07-10 21:22:00,682
11475,ONT,OAK,2022-07-10 19:09:00,2022-07-10 19:11:00,2022-07-10 20:33:00,2022-07-10 20:36:00,361
62160,TUL,BOS,2022-07-10 19:30:00,2022-07-10 21:35:00,2022-07-10 23:29:00,2022-07-11 01:40:00,1391
60071,SAT,EWR,2022-07-10 19:47:00,2022-07-10 19:56:00,2022-07-11 00:12:00,2022-07-11 00:24:00,1567
22178,SAN,SMF,2022-07-10 19:52:00,2022-07-10 19:58:00,2022-07-10 21:34:00,2022-07-10 21:37:00,480
35800,IAD,PIT,2022-07-10 19:57:00,2022-07-10 19:58:00,2022-07-10 20:55:00,2022-07-10 20:56:00,182
16073,SEA,CMH,2022-07-10 20:02:00,2022-07-10 19:58:00,2022-07-11 01:34:00,2022-07-11 01:32:00,2011
90781,SAV,LAX,2022-07-10 20:15:00,2022-07-10 20:13:00,2022-07-11 02:07:00,2022-07-11 02:26:00,2147
22657,BUF,MKE,2022-07-10 20:23:00,2022-07-10 20:28:00,2022-07-10 22:03:00,2022-07-10 22:11:00,463
35861,PHX,ADW,2022-07-10 21:07:00,2022-07-10 21:13:00,2022-07-11 02:35:00,2022-07-11 02:47:00,1984
63151,SAV,IAH,2022-07-10 21:12:00,2022-07-10 21:10:00,2022-07-10 23:49:00,2022-07-10 23:48:00,849
15370,MEM,PWM,2022-07-10 21:33:00,2022-07-10 21:28:00,2022-07-11 01:03:00,2022-07-11 00:56:00,1203
80108,PVD,ORD,2022-07-10 21:40:00,2022-07-10 21:40:00,2022-07-11 00:17:00,2022-07-11 00:20:00,847
69702,IAH,PHL,2022-07-10 21:59:00,2022-07-10 22:01:00,2022-07-11 01:47:00,2022-07-11 01:52:00,1323
92628,CLT,AUS,2022-07-11 06:17:00,2022-07-11 06:23:00,2022-07-11 09:21:00,2022-07-11 09:26:00,1030
99084,ONT,DTW,2022-07-11 06:54:00,2022-07-11 07:05:00,2022-07-11 12:13:00,2022-07-11 12:31:00,1930
37315,IND,SAT,2022-07-11 07:16:00,2022-07-11 07:18:00,2022-07-11 10:14:00,2022-07-11 10:23:00,985
82478,ATL,SNA,2022-07-11 07:44:00,2022-07-11 07:41:00,2022-07-11 13:01:00,2022-07-11 13:03:00,1915
97490,SFO,PBI,2022-07-11 07:51:00,2022-07-11 08:00:00,2022-07-11 14:46:00,2022-07-11 14:59:00,2563
46688,BNA,STL,2022-07-11 08:12:00,2022-07-11 08:14:00,2022-07-11 09:22:00,2022-07-11 09:33:00,271
66535,SFO,MSP,2022-07-11 08:29:00,2022-07-11 08:33:00,2022-07-11 12:57:00,2022-07-11 13:03:00,1585
45511,DTW,CMH,2022-07-11 08:38:00,2022-07-11 08:37:00,2022-07-11 09:31:00,2022-07-11 09:35:00,154
91264,CVG,ONT,2022-07-11 08:45:00,2022-07-11 08:50:00,2022-07-11 13:53:00,2022-07-11 14:02:00,1850
37139,PWM,MIA,2022-07-11 09:03:00,2022-07-11 09:03:00,2022-07-11 12:56:00,2022-07-11 12:57:00,1355
92950,TPA,CLT,2022-07-11 09:05:00,2022-07-11 09:05:00,2022-07-11 10:51:00,2022-07-11 10:53:00,508
15410,SAT,STL,2022-07-11 09:21:00,2022-07-11 09:24:00,2022-07-11 11:49:00,2022-07-11 11:51:00,786
61657,AUS,BUF,2022-07-11 09:38:00,2022-07-11 09:43:00,2022-07-11 13:33:00,2022-07-11 13:37:00,1365
67528,DTW,SNA,2022-07-11 09:43:00,2022-07-11 09:45:00,2022-07-11 15:06:00,2022-07-11 15:06:00,1956
56750,PHL,PIT,2022-07-11 10:37:00,2022-07-11 10:36:00,2022-07-11 11:47:00,2022-07-11 11:51:00,267
26221,ONT,DTW,2022-07-11 10:40:00,2022-07-11 10:44:00,2022-07-11 15:59:00,2022-07-11 16:02:00,1930
16540,SAV,IND,2022-07-11 10:43:00,2022-07-11 10:44:00,2022-07-11 12:42:00,2022-07-11 13:13:00,596
82003,JAX,SJC,2022-07-11 11:02:00,2022-07-11 10:57:00,2022-07-11 17:22:00,2022-07-11 17:17:00,2337
88044,MCO,SAV,2022-07-11 11:04:00,2022-07-11 11:21:00,2022-07-11 12:12:00,2022-07-11 12:31:00,255
27493,MDW,TPA,2022-07-11 11:24:00,2022-07-11 11:24:00,2022-07-11 14:24:00,2022-07-11 14:18:00,998
23613,PDX,DEN,2022-07-11 11:35:00,2022-07-11 11:33:00,2022-07-11 14:33:00,2022-07-11 14:29:00,989
75134,ANC,SFO,2022-07-11 11:38:00,2022-07-11 11:43:00,2022-07-11 17:10:00,2022-07-11 17:20:00,2016
38507,MSY,HNL,2022-07-11 11:46:00,2022-07-11 11:48:00,2022-07-11 22:46:00,2022-07-11 23:13:00,4199
28822,SAV,MSY,2022-07-11 12:37:00,2022-07-11 12:36:00,2022-07-11 14:30:00,2022-07-11 14:39:00,555
50730,SAN,SFO,2022-07-11 12:37:00,2022-07-11 12:37:00,2022-07-11 14:14:00,2022-07-11 14:12:00,446
49629,JFK,BUF,2022-07-11 13:20:00,2022-07-11 13:17:00,2022-07-11 14:35:00,2022-07-11 14:37:00,300
41025,IAD,TUL,2022-07-11 13:22:00,2022-07-11 13:22:00,2022-07-11 16:25:00,2022-07-11 16:25:00,1025
33275,HNL,RIC,2022-07-11 13:24:00,2022-07-11 13:21:00,2022-07-12 02:00:00,2022-07-12 02:02:00,4838
54475,LGA,FAI,2022-07-11 13:33:00,2022-07-11 13:43:00,2022-07-11 22:12:00,2022-07-11 22:28:00,3259
99339,DTW,BWI,2022-07-11 13:49:00,2022-07-11 13:44:00,2022-07-11 15:20:00,2022-07-11 15:19:00,408
85986,LAX,SFB,2022-07-11 14:28:00,2022-07-11 14:34:00,2022-07-11 20:30:00,2022-07-11 20:38:00,2210
59230,CMH,FLL,2022-07-11 14:48:00,2022-07-11 14:44:00,2022-07-11 17:44:00,2022-07-11 17:35:00,975
83110,DEN,MEM,2022-07-11 15:04:00,2022-07-11 15:16:00,2022-07-11 17:44:00,2022-07-11 18:02:00,871
27406,RDU,SAT,2022-07-11 15:08:00,2022-07-11 15:13:00,2022-07-11 18:41:00,2022-07-11 18:41:00,1222
21916,MEM,PIT,2022-07-11 15:41:00,2022-07-11 15:36:00,2022-07-11 17:49:00,2022-07-11 17:49:00,651
58592,MSP,IAD,2022-07-11 15:41:00,2022-07-11 15:38:00,2022-07-11 18:27:00,2022-07-11 18:31:00,906
44079,JAX,ANC,2022-07-11 15:46:00,2022-07-11 15:44:00,2022-07-12 01:28:00,2022-07-12 01:21:00,3681
64126,CVG,MEM,2022-07-11 16:18:00,2022-07-11 16:35:00,2022-07-11 17:48:00,2022-07-11 18:10:00,402
37504,PDX,LAX,2022-07-11 16:29:00,2022-07-11 16:32:00,2022-07-11 19:04:00,2022-07-11 19:05:00,834
81341,MSY,TUL,2022-07-11 16:33:00,2022-07-11 16:33:00,2022-07-11 18:24:00,2022-07-11 18:42:00,538
39721,LAX,SMF,2022-07-11 16:38:00,2022-07-11 16:40:00,2022-07-11 18:03:00,2022-07-11 18:21:00,373
39186,SLC,ADW,2022-07-11 16:45:00,2022-07-11 16:42:00,2022-07-11 21:53:00,2022-07-11 21:46:00,1857
18114,OAK,MCO,2022-07-11 16:46:00,2022-07-11 16:49:00,2022-07-11 23:21:00,2022-07-11 23:28:00,2434
84316,TUL,PWM,2022-07-11 16:48:00,2022-07-11 16:54:00,2022-07-11 20:55:00,2022-07-11 21:02:00,1443
55158,FAI,IAH,2022-07-11 17:04:00,2022-07-11 17:02:00,2022-07-12 01:46:00,2022-07-12 01:48:00,3277
59253,JFK,STL,2022-07-11 17:13:00,2022-07-11 17:17:00,2022-07-11 19:56:00,2022-07-11 20:02:00,890
46995,MSP,PHX,2022-07-11 17:30:00,2022-07-11 17:29:00,2022-07-11 21:11:00,2022-07-11 21:05:00,1274
74002,RIC,RSW,2022-07-11 17:34:00,2022-07-11 17:32:00,2022-07-11 20:04:00,2022-07-11 20:05:00,801
31289,RSW,SFO,2022-07-11 17:38:00,2022-07-11 17:33:00,2022-07-12 00:20:00,2022-07-12 00:22:00,2477
69904,LGA,BWI,2022-07-11 17:48:00,2022-07-11 17:50:00,2022-07-11 18:46:00,2022-07-11 18:53:00,184
77001,BNA,DEN,2022-07-11 18:15:00,2022-07-11 18:11:00,2022-07-11 21:16:00,2022-07-11 21:30:00,1011
31621,PHL,RDU,2022-07-11 18:23:00,2022-07-11 18:18:00,2022-07-11 19:44:00,2022-07-11 19:43:00,337
77886,TPA,BWI,2022-07-11 18:31:00,2022-07-11 18:41:00,2022-07-11 21:07:00,2022-07-11 21:21:00,844
85647,MCO,LGA,2022-07-11 18:46:00,2022-07-11 18:52:00,2022-07-11 21:39:00,2022-07-11 21:46:00,951
65344,CLT,ADW,2022-07-11 18:53:00,2022-07-11 18:48:00,2022-07-11 20:13:00,2022-07-11 20:08:00,335
51804,SDF,BUF,2022-07-11 18:55:00,2022-07-11 18:54:00,2022-07-11 20:39:00,2022-07-11 20:44:00,493
21470,FLL,RDU,2022-07-11 19:00:00,2022-07-11 19:07:00,2022-07-11 21:12:00,2022-07-11 21:21:00,682
67674,ONT,OAK,2022-07-11 19:09:00,2022-07-11 19:10:00,2022-07-11 20:33:00,2022-07-11 20:35:00,361
70471,RNO,ANC,2022-07-11 19:21:00,2022-07-11 19:19:00,2022-07-12 00:47:00,2022-07-12 00:43:00,1970
26663,TUL,BOS,2022-07-11 19:30:00,2022-07-11 19:30:00,2022-07-11 23:29:00,2022-07-11 23:36:00,1391
24550,SAT,EWR,2022-07-11 19:47:00,2022-07-11 19:47:00,2022-07-12 00:12:00,2022-07-12 00:08:00,1567
86392,SAN,SMF,2022-07-11 19:52:00,2022-07-11 19:58:00,2022-07-11 21:34:00,2022-07-11 21:41:00,480
44963,IAD,PIT,2022-07-11 19:57:00,2022-07-11 19:57:00,2022-07-11 20:55:00,2022-07-11 20:54:00,182
58978,FAI,DCA,2022-07-11 20:15:00,2022-07-11 20:18:00,2022-07-12 04:56:00,2022-07-12 04:55:00,3277
11183,SAV,LAX,2022-07-11 20:15:00,2022-07-11 20:21:00,2022-07-12 02:07:00,2022-07-12 02:11:00,2147
14034,BUF,MKE,2022-07-11 20:23:00,2022-07-11 20:19:00,2022-07-11 22:03:00,2022-07-11 21:56:00,463
69042,MKE,MDW,2022-07-11 20:50:00,2022-07-11 20:47:00,2022-07-11 21:32:00,2022-07-11 21:20:00,80
46781,SLC,LGA,2022-07-11 21:02:00,2022-07-11 21:08:00,2022-07-12 02:29:00,2022-07-12 02:41:00,1978
63932,PHX,ADW,2022-07-11 21:07:00,2022-07-11 21:12:00,2022-07-12 02:35:00,2022-07-12 02:45:00,1984
51612,SAV,IAH,2022-07-11 21:12:00,2022-07-11 23:16:00,2022-07-11 23:49:00,2022-07-12 01:52:00,849
75439,MEM,PWM,2022-07-11 21:33:00,2022-07-11 21:30:00,2022-07-12 01:03:00,2022-07-12 01:03:00,1203
22512,PVD,ORD,2022-07-11 21:40:00,2022-07-11 21:40:00,2022-07-12 00:17:00,2022-07-12 00:21:00,847
55830,ANC,SAT,2022-07-11 21:56:00,2022-07-11 21:55:00,2022-07-12 06:25:00,2022-07-12 06:24:00,3189
48467,AUS,FLL,2022-07-11 21:57:00,2022-07-11 21:53:00,2022-07-12 01:12:00,2022-07-12 01:13:00,1103
30805,PVD,ANC,2022-07-12 06:06:00,2022-07-12 06:11:00,2022-07-12 15:05:00,2022-07-12 15:08:00,3395
52503,FAI,SMF,2022-07-12 06:19:00,2022-07-12 06:39:00,2022-07-12 12:03:00,2022-07-12 12:29:00,2092
69654,ONT,DTW,2022-07-12 06:54:00,2022-07-12 06:51:00,2022-07-12 12:13:00,2022-07-12 12:19:00,1930
57631,IND,SAT,2022-07-12 07:16:00,2022-07-12 07:17:00,2022-07-12 10:14:00,2022-07-12 10:12:00,985
23998,RDU,FAI,2022-07-12 07:31:00,2022-07-12 07:34:00,2022-07-12 16:31:00,2022-07-12 16:39:00,3399
52291,ATL,SNA,2022-07-12 07:44:00,2022-07-12 07:40:00,2022-07-12 13:01:00,2022-07-12 12:59:00,1915
20415,SFO,PBI,2022-07-12 07:51:00,2022-07-12 07:47:00,2022-07-12 14:46:00,2022-07-12 14:37:00,2563
64765,LGA,SLC,2022-07-12 07:53:00,2022-07-12 07:59:00,2022-07-12 13:20:00,2022-07-12 13:34:00,1978
60291,SFO,MSP,2022-07-12 08:29:00,2022-07-12 08:28:00,2022-07-12 12:57:00,2022-07-12 13:02:00,1585
72212,ADW,DEN,2022-07-12 08:39:00,2022-07-12 08:35:00,2022-07-12 12:51:00,2022-07-12 12:47:00,1482
56987,CVG,ONT,2022-07-12 08:45:00,2022-07-12 08:45:00,2022-07-12 13:53:00,2022-07-12 13:57:00,1850
42245,PWM,MIA,2022-07-12 09:03:00,2022-07-12 09:07:00,2022-07-12 12:56:00,2022-07-12 12:57:00,1355
88131,TPA,CLT,2022-07-12 09:05:00,2022-07-12 09:10:00,2022-07-12 10:51:00,2022-07-12 10:51:00,508
40417,ONT,PHL,2022-07-12 09:10:00,2022-07-12 09:13:00,2022-07-12 15:32:00,2022-07-12 15:40:00,2351
27973,SAT,STL,2022-07-12 09:21:00,2022-07-12 09:24:00,2022-07-12 11:49:00,2022-07-12 11:47:00,786
41507,AUS,BUF,2022-07-12 09:38:00,2022-07-12 10:06:00,2022-07-12 13:33:00,2022-07-12 14:08:00,1365
79991,BUF,SJC,2022-07-12 10:23:00,2022-07-12 10:21:00,2022-07-12 16:36:00,2022-07-12 16:35:00,2288
81672,PHL,PIT,2022-07-12 10:37:00,2022-07-12 10:35:00,2022-07-12 11:47:00,2022-07-12 11:51:00,267
