trade_id,stock_symbol,trade_type,trade_date,trade_time,trade_price,trade_volume,trade_currency,trade_fee,trade_notes
341,AMZN,sell,11/11/2022,9:50 PM,491459.61,458401,BRL,379.18,nullam molestie nibh in lectus pellentesque at nulla suspendisse potenti cras in purus eu magna
342,AAPL,buy,11/28/2022,7:49 PM,824718.88,881872,EUR,466.14,luctus rutrum nulla tellus in sagittis dui vel nisl duis ac nibh fusce lacus purus aliquet
343,AAPL,sell,10/13/2022,8:58 PM,980511.34,981111,XOF,775.2,accumsan odio curabitur convallis duis consequat dui nec nisi volutpat eleifend donec ut
344,AMZN,buy,6/3/2022,2:33 AM,63487.16,533594,RUB,621.64,in porttitor pede justo eu massa donec dapibus duis at velit eu est
345,AMZN,buy,1/12/2023,12:37 AM,682176.47,409870,PLN,107.09,suspendisse potenti in eleifend quam a odio in hac habitasse platea
346,AMZN,buy,10/27/2022,8:30 PM,103715.55,302584,NOK,26.66,nibh ligula nec sem duis aliquam convallis nunc proin at turpis a pede posuere
347,FB,sell,5/6/2023,1:49 AM,664548.61,887901,CNY,481.52,nulla sed vel enim sit amet nunc viverra dapibus nulla suscipit ligula in lacus curabitur at ipsum ac
348,AMZN,sell,11/2/2022,3:31 AM,497858.48,913968,BRL,717.25,montes nascetur ridiculus mus vivamus vestibulum sagittis sapien cum sociis natoque penatibus et magnis dis parturient montes nascetur
349,TSLA,sell,4/9/2023,8:56 AM,825917.81,156115,BRL,292.33,ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae nulla dapibus dolor vel est
350,AMZN,buy,1/13/2023,12:47 AM,709904.54,535493,EUR,876.56,dui vel sem sed sagittis nam congue risus semper porta volutpat quam pede lobortis ligula sit amet eleifend pede
351,GOOGL,sell,3/1/2023,9:50 AM,496070.64,830505,CNY,348.74,ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae duis faucibus accumsan odio curabitur convallis duis
352,TSLA,sell,7/31/2022,7:42 AM,688074.85,856472,IDR,108.75,cubilia curae duis faucibus accumsan odio curabitur convallis duis consequat dui nec nisi volutpat eleifend
353,FB,sell,12/17/2022,5:28 AM,473860.66,370993,SYP,797.07,ut volutpat sapien arcu sed augue aliquam erat volutpat in congue etiam justo etiam pretium iaculis justo
354,FB,sell,3/26/2023,11:50 PM,406872.98,577728,NGN,336.57,phasellus sit amet erat nulla tempus vivamus in felis eu sapien cursus vestibulum
355,AAPL,buy,3/5/2023,8:29 PM,64243.77,453282,GTQ,621.16,vivamus tortor duis mattis egestas metus aenean fermentum donec ut mauris eget massa tempor convallis nulla neque libero
356,FB,sell,5/26/2022,4:27 PM,96177.11,336919,RUB,331.07,convallis tortor risus dapibus augue vel accumsan tellus nisi eu orci mauris lacinia sapien quis libero nullam sit amet turpis
357,FB,buy,3/12/2023,2:44 AM,350042.24,194929,ARS,571.69,consectetuer adipiscing elit proin interdum mauris non ligula pellentesque ultrices phasellus id
358,GOOGL,buy,6/9/2022,4:59 AM,145816.67,557079,IDR,91.35,magna vulputate luctus cum sociis natoque penatibus et magnis dis parturient montes nascetur
359,FB,sell,10/13/2022,1:47 PM,7940.99,742647,CNY,570.79,vulputate justo in blandit ultrices enim lorem ipsum dolor sit amet consectetuer adipiscing elit proin interdum mauris non
360,FB,buy,1/5/2023,8:49 AM,53404.37,106577,CAD,497.27,at lorem integer tincidunt ante vel ipsum praesent blandit lacinia erat vestibulum sed magna at nunc
361,FB,sell,11/16/2022,8:35 AM,830619.09,274972,IDR,938.51,nulla elit ac nulla sed vel enim sit amet nunc viverra dapibus nulla
362,FB,sell,6/5/2022,5:07 AM,773504.0,801465,TND,134.41,pellentesque quisque porta volutpat erat quisque erat eros viverra eget congue eget semper rutrum nulla nunc
363,AAPL,buy,10/20/2022,3:50 PM,800596.37,198572,EUR,443.0,pellentesque at nulla suspendisse potenti cras in purus eu magna vulputate
364,FB,buy,12/12/2022,7:22 AM,545997.77,858437,SEK,592.29,phasellus id sapien in sapien iaculis congue vivamus metus arcu adipiscing molestie hendrerit at vulputate vitae nisl aenean lectus pellentesque
365,AMZN,sell,2/3/2023,8:23 AM,516640.53,421103,UAH,215.29,vel accumsan tellus nisi eu orci mauris lacinia sapien quis libero nullam sit amet turpis
366,TSLA,buy,9/9/2022,7:10 PM,315023.2,352427,BRL,344.7,amet sapien dignissim vestibulum vestibulum ante ipsum primis in faucibus orci
367,AAPL,buy,5/7/2023,6:30 AM,80517.49,523350,CNY,731.89,ut erat curabitur gravida nisi at nibh in hac habitasse platea dictumst aliquam augue quam sollicitudin vitae consectetuer eget rutrum
368,TSLA,sell,5/2/2023,1:30 AM,756584.06,388794,CNY,529.88,vel enim sit amet nunc viverra dapibus nulla suscipit ligula in
369,FB,buy,8/12/2022,1:02 PM,834360.87,240820,BRL,159.46,imperdiet nullam orci pede venenatis non sodales sed tincidunt eu felis fusce posuere felis sed
370,AAPL,sell,12/12/2022,1:13 PM,832819.58,246306,PKR,92.36,eget tempus vel pede morbi porttitor lorem id ligula suspendisse ornare consequat lectus in est
371,GOOGL,buy,7/25/2022,9:03 AM,721976.42,960545,MYR,933.79,eleifend pede libero quis orci nullam molestie nibh in lectus pellentesque at
372,TSLA,sell,8/27/2022,10:43 AM,919955.76,729217,CNY,262.46,ultrices vel augue vestibulum ante ipsum primis in faucibus orci
373,TSLA,sell,5/18/2022,5:50 PM,760605.72,320879,BRL,758.98,pretium nisl ut volutpat sapien arcu sed augue aliquam erat volutpat in
374,GOOGL,sell,1/31/2023,9:59 AM,171656.48,783822,CNY,822.34,elementum ligula vehicula consequat morbi a ipsum integer a nibh in quis justo maecenas rhoncus aliquam
375,TSLA,sell,11/2/2022,11:41 AM,609177.07,553496,NAD,181.93,erat eros viverra eget congue eget semper rutrum nulla nunc purus phasellus in felis donec semper sapien
376,FB,buy,12/23/2022,1:33 PM,471788.72,12842,VND,531.52,risus dapibus augue vel accumsan tellus nisi eu orci mauris lacinia sapien quis libero nullam sit amet turpis elementum ligula
377,AMZN,buy,10/15/2022,11:48 AM,177395.76,494857,ALL,392.88,eu magna vulputate luctus cum sociis natoque penatibus et magnis dis
378,TSLA,buy,4/12/2023,9:51 AM,631750.19,314897,THB,601.13,odio justo sollicitudin ut suscipit a feugiat et eros vestibulum ac est lacinia nisi venenatis tristique fusce
379,FB,sell,12/18/2022,11:00 AM,951692.74,332887,CNY,344.35,eget vulputate ut ultrices vel augue vestibulum ante ipsum primis in faucibus orci
380,FB,buy,8/3/2022,6:38 AM,810680.42,317012,JPY,249.27,fusce posuere felis sed lacus morbi sem mauris laoreet ut rhoncus aliquet pulvinar
381,AAPL,buy,1/11/2023,8:51 AM,433530.27,542624,EUR,801.98,montes nascetur ridiculus mus vivamus vestibulum sagittis sapien cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus
382,AMZN,buy,9/23/2022,11:56 AM,194025.86,648608,CNY,44.08,at lorem integer tincidunt ante vel ipsum praesent blandit lacinia
383,FB,sell,10/16/2022,11:22 AM,611404.95,611914,EUR,410.99,nulla nisl nunc nisl duis bibendum felis sed interdum venenatis turpis enim blandit mi
384,AAPL,sell,3/16/2023,5:49 AM,74522.17,224756,PHP,660.81,sit amet lobortis sapien sapien non mi integer ac neque duis bibendum morbi non quam nec dui luctus rutrum
385,AAPL,buy,12/28/2022,5:48 PM,351551.46,776629,CNY,298.24,ridiculus mus etiam vel augue vestibulum rutrum rutrum neque aenean
386,TSLA,buy,12/8/2022,7:15 AM,612527.53,517610,IDR,20.02,turpis a pede posuere nonummy integer non velit donec diam neque vestibulum eget vulputate
387,TSLA,buy,2/27/2023,3:44 PM,134148.22,661206,HRK,268.29,eros viverra eget congue eget semper rutrum nulla nunc purus phasellus in felis donec semper sapien a libero nam dui
388,GOOGL,buy,10/28/2022,1:11 AM,313568.93,130676,CZK,575.51,vitae nisl aenean lectus pellentesque eget nunc donec quis orci eget orci vehicula condimentum curabitur in libero ut massa
389,AAPL,sell,4/17/2023,11:46 AM,299441.2,540430,JPY,426.91,sapien arcu sed augue aliquam erat volutpat in congue etiam justo etiam
390,AAPL,sell,1/10/2023,1:37 AM,958073.03,531975,IDR,336.42,risus auctor sed tristique in tempus sit amet sem fusce consequat nulla nisl nunc nisl
391,GOOGL,sell,3/27/2023,8:25 PM,90396.87,188347,BRL,568.34,tincidunt nulla mollis molestie lorem quisque ut erat curabitur gravida
392,AAPL,sell,2/23/2023,3:17 PM,988773.26,977436,PHP,28.23,luctus et ultrices posuere cubilia curae donec pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin
393,AAPL,sell,1/26/2023,10:04 PM,243890.97,428270,CNY,593.41,porta volutpat erat quisque erat eros viverra eget congue eget semper rutrum nulla nunc purus phasellus in felis
394,TSLA,buy,1/24/2023,12:38 PM,901137.08,266750,PLN,553.7,mauris ullamcorper purus sit amet nulla quisque arcu libero rutrum ac lobortis
395,AAPL,sell,11/15/2022,6:44 PM,443607.48,204842,PLN,947.93,sed accumsan felis ut at dolor quis odio consequat varius integer ac leo
396,AAPL,sell,1/3/2023,5:43 PM,5020.08,132407,EUR,767.49,vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae mauris viverra diam vitae quam suspendisse potenti
397,FB,buy,6/8/2022,9:08 AM,739201.93,75959,ARS,995.56,eu massa donec dapibus duis at velit eu est congue elementum in
398,FB,buy,9/7/2022,9:45 PM,414955.58,231521,JMD,74.97,at dolor quis odio consequat varius integer ac leo pellentesque ultrices mattis
399,TSLA,buy,6/8/2022,10:53 AM,222448.07,671421,CNY,952.55,porttitor pede justo eu massa donec dapibus duis at velit
400,AMZN,sell,2/14/2023,1:17 AM,343612.79,175838,EUR,629.62,etiam faucibus cursus urna ut tellus nulla ut erat id mauris vulputate elementum nullam varius nulla
401,FB,sell,8/20/2022,4:19 PM,185010.88,608243,BAM,784.08,lacinia aenean sit amet justo morbi ut odio cras mi pede malesuada in imperdiet et commodo vulputate justo in
402,FB,sell,12/17/2022,1:30 AM,51927.08,417199,CNY,389.99,rhoncus dui vel sem sed sagittis nam congue risus semper porta volutpat quam pede lobortis
403,TSLA,buy,5/31/2022,10:52 PM,925837.67,998281,PHP,317.11,proin at turpis a pede posuere nonummy integer non velit donec diam neque vestibulum eget vulputate ut ultrices vel augue
404,AMZN,buy,3/1/2023,9:04 AM,922952.67,754884,IDR,350.62,arcu adipiscing molestie hendrerit at vulputate vitae nisl aenean lectus pellentesque eget nunc donec quis
405,AAPL,sell,4/28/2023,1:58 PM,421110.45,754514,CNY,111.96,pede justo eu massa donec dapibus duis at velit eu est congue elementum in hac habitasse platea dictumst morbi vestibulum
406,AAPL,buy,7/29/2022,11:11 PM,724525.33,775039,IDR,142.15,convallis eget eleifend luctus ultricies eu nibh quisque id justo sit amet sapien dignissim vestibulum vestibulum ante
407,GOOGL,sell,6/18/2022,1:09 PM,48708.87,513378,BOB,905.31,sed vestibulum sit amet cursus id turpis integer aliquet massa id lobortis convallis
408,FB,sell,5/26/2022,3:08 AM,758658.13,857866,TMT,310.3,varius nulla facilisi cras non velit nec nisi vulputate nonummy
409,AAPL,buy,9/9/2022,10:47 PM,445178.24,45382,PLN,526.95,eu interdum eu tincidunt in leo maecenas pulvinar lobortis est phasellus sit amet erat nulla tempus vivamus in felis
410,AAPL,sell,8/17/2022,4:50 AM,489451.55,875485,VEF,76.16,volutpat quam pede lobortis ligula sit amet eleifend pede libero quis orci nullam
411,FB,sell,3/27/2023,12:45 PM,367087.0,968690,PEN,508.71,posuere metus vitae ipsum aliquam non mauris morbi non lectus aliquam sit amet diam in magna bibendum imperdiet
412,GOOGL,sell,10/30/2022,10:00 PM,213092.12,858234,TTD,448.45,suspendisse accumsan tortor quis turpis sed ante vivamus tortor duis mattis egestas metus aenean fermentum donec ut mauris
413,AMZN,buy,3/22/2023,1:21 AM,988563.76,729788,MYR,216.07,nisi volutpat eleifend donec ut dolor morbi vel lectus in quam fringilla rhoncus mauris
414,AAPL,buy,11/15/2022,2:55 PM,245840.79,2772,RUB,130.1,etiam vel augue vestibulum rutrum rutrum neque aenean auctor gravida sem praesent
415,FB,buy,11/15/2022,9:25 AM,876092.74,193135,PHP,10.03,placerat praesent blandit nam nulla integer pede justo lacinia eget tincidunt eget
416,GOOGL,sell,6/30/2022,11:12 AM,162461.62,443363,RSD,146.16,ridiculus mus vivamus vestibulum sagittis sapien cum sociis natoque penatibus et magnis dis parturient
417,TSLA,sell,3/23/2023,1:16 PM,210835.2,967875,PHP,965.18,tellus nulla ut erat id mauris vulputate elementum nullam varius nulla facilisi cras non velit nec nisi
418,GOOGL,sell,3/30/2023,3:59 AM,422596.3,976071,PHP,311.29,ultrices posuere cubilia curae nulla dapibus dolor vel est donec odio justo sollicitudin ut suscipit a feugiat
419,TSLA,sell,12/23/2022,6:24 AM,542771.92,261783,RUB,115.2,nec euismod scelerisque quam turpis adipiscing lorem vitae mattis nibh
420,GOOGL,sell,7/17/2022,2:08 AM,338252.02,409331,PHP,50.02,proin interdum mauris non ligula pellentesque ultrices phasellus id sapien in sapien iaculis congue vivamus metus arcu adipiscing
421,TSLA,buy,9/29/2022,5:18 AM,480393.31,335394,PLN,300.15,sit amet sapien dignissim vestibulum vestibulum ante ipsum primis in faucibus orci luctus
422,AAPL,buy,1/5/2023,9:04 AM,885281.48,407802,AFN,413.91,sed tristique in tempus sit amet sem fusce consequat nulla nisl nunc nisl duis bibendum felis sed interdum venenatis turpis
423,AMZN,buy,6/25/2022,9:26 PM,579532.41,967141,CNY,682.91,faucibus cursus urna ut tellus nulla ut erat id mauris vulputate elementum nullam varius nulla facilisi cras non
424,AAPL,buy,1/13/2023,3:29 PM,423944.34,143967,MAD,640.8,nam dui proin leo odio porttitor id consequat in consequat ut
425,FB,buy,12/27/2022,5:06 PM,419165.61,507545,BRL,831.79,molestie sed justo pellentesque viverra pede ac diam cras pellentesque volutpat dui maecenas tristique est et
426,TSLA,sell,7/27/2022,12:19 PM,811123.86,573384,CAD,759.95,lobortis ligula sit amet eleifend pede libero quis orci nullam molestie nibh in lectus pellentesque at nulla
427,AMZN,buy,10/15/2022,3:02 PM,237408.81,296381,USD,141.25,tincidunt eget tempus vel pede morbi porttitor lorem id ligula suspendisse ornare
428,AMZN,sell,5/1/2023,4:03 AM,825008.81,83747,JPY,111.06,morbi vel lectus in quam fringilla rhoncus mauris enim leo rhoncus
429,GOOGL,buy,6/17/2022,6:02 AM,529137.67,555026,EUR,475.56,lacinia aenean sit amet justo morbi ut odio cras mi pede
430,FB,sell,5/13/2023,9:38 PM,322422.35,171140,CNY,298.43,felis sed interdum venenatis turpis enim blandit mi in porttitor pede justo eu massa donec dapibus
431,TSLA,buy,6/26/2022,1:57 PM,842699.1,498296,SEK,3.55,volutpat quam pede lobortis ligula sit amet eleifend pede libero
432,FB,buy,5/20/2022,2:44 AM,940505.86,956754,IDR,7.48,pede justo lacinia eget tincidunt eget tempus vel pede morbi porttitor lorem id ligula suspendisse ornare consequat lectus
433,GOOGL,sell,1/19/2023,9:53 AM,964527.22,49443,MAD,84.94,nunc commodo placerat praesent blandit nam nulla integer pede justo lacinia eget tincidunt
434,TSLA,buy,9/10/2022,3:39 PM,268997.24,473044,HNL,18.33,ante vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae duis faucibus accumsan odio curabitur convallis
435,GOOGL,buy,1/4/2023,3:31 AM,355188.39,808637,JPY,91.15,ac nulla sed vel enim sit amet nunc viverra dapibus nulla suscipit ligula in lacus curabitur at ipsum ac tellus
436,FB,sell,10/5/2022,10:43 PM,567765.68,473896,KES,983.21,cras mi pede malesuada in imperdiet et commodo vulputate justo in blandit
437,AAPL,sell,1/17/2023,8:21 PM,946958.56,823843,CNY,309.66,nullam orci pede venenatis non sodales sed tincidunt eu felis fusce posuere felis
438,AAPL,buy,5/24/2022,11:05 PM,414664.39,281938,PHP,517.19,quam pharetra magna ac consequat metus sapien ut nunc vestibulum ante ipsum primis in faucibus orci luctus et
439,AAPL,sell,12/5/2022,1:04 AM,813448.87,415411,IDR,457.66,morbi vel lectus in quam fringilla rhoncus mauris enim leo rhoncus sed vestibulum sit amet
440,AMZN,buy,2/11/2023,12:36 AM,978766.57,207445,GTQ,516.54,in est risus auctor sed tristique in tempus sit amet sem fusce consequat nulla nisl nunc nisl duis bibendum felis
441,GOOGL,sell,4/30/2023,2:31 AM,693459.25,739478,CNY,465.15,odio odio elementum eu interdum eu tincidunt in leo maecenas pulvinar lobortis est phasellus sit amet erat nulla tempus vivamus
442,GOOGL,buy,9/13/2022,5:39 PM,162918.52,93357,CNY,42.98,at dolor quis odio consequat varius integer ac leo pellentesque ultrices mattis odio
443,TSLA,sell,3/17/2023,9:40 AM,807122.33,255192,CZK,356.12,cubilia curae nulla dapibus dolor vel est donec odio justo sollicitudin
444,FB,sell,7/6/2022,9:22 PM,105112.82,161710,PLN,480.01,rhoncus aliquam lacus morbi quis tortor id nulla ultrices aliquet maecenas leo odio condimentum id luctus
445,AMZN,sell,10/2/2022,1:22 PM,380899.01,128646,IDR,348.04,amet nunc viverra dapibus nulla suscipit ligula in lacus curabitur at
446,FB,sell,1/2/2023,8:57 PM,196253.61,987773,EUR,179.92,nunc viverra dapibus nulla suscipit ligula in lacus curabitur at
447,AAPL,buy,2/21/2023,3:49 PM,50554.51,392836,HRK,498.82,odio cras mi pede malesuada in imperdiet et commodo vulputate justo in blandit ultrices enim
448,GOOGL,buy,12/8/2022,7:50 AM,491132.46,543391,TZS,280.13,in lectus pellentesque at nulla suspendisse potenti cras in purus eu magna vulputate luctus
449,AAPL,buy,10/24/2022,4:44 AM,24254.47,417190,RUB,355.99,et ultrices posuere cubilia curae duis faucibus accumsan odio curabitur convallis
450,AAPL,sell,9/8/2022,2:10 PM,290096.96,635168,YER,327.77,sapien iaculis congue vivamus metus arcu adipiscing molestie hendrerit at vulputate vitae nisl aenean
451,AMZN,buy,5/13/2023,8:01 PM,64449.18,338022,PHP,416.52,et magnis dis parturient montes nascetur ridiculus mus vivamus vestibulum sagittis sapien cum
452,AAPL,buy,6/8/2022,11:53 PM,508811.47,757043,CNY,246.23,consequat varius integer ac leo pellentesque ultrices mattis odio donec vitae nisi nam ultrices libero non mattis pulvinar nulla
453,AAPL,buy,2/14/2023,8:31 PM,164370.49,6060,THB,813.05,dui maecenas tristique est et tempus semper est quam pharetra magna ac consequat metus sapien ut
454,AAPL,buy,6/7/2022,5:08 PM,958323.82,594346,CZK,955.94,dapibus dolor vel est donec odio justo sollicitudin ut suscipit a feugiat et eros vestibulum ac
455,AAPL,sell,3/29/2023,1:08 AM,641201.71,276893,BRL,839.9,vitae quam suspendisse potenti nullam porttitor lacus at turpis donec posuere metus vitae ipsum aliquam non mauris morbi non
456,FB,sell,12/7/2022,1:48 AM,947630.43,736594,PHP,160.38,primis in faucibus orci luctus et ultrices posuere cubilia curae duis faucibus accumsan odio curabitur convallis duis consequat dui
457,AAPL,sell,7/24/2022,4:19 PM,246949.88,14514,IDR,544.46,libero nam dui proin leo odio porttitor id consequat in consequat ut nulla sed accumsan felis ut at dolor quis
458,GOOGL,sell,10/10/2022,7:05 PM,958138.8,452557,IDR,531.16,eget elit sodales scelerisque mauris sit amet eros suspendisse accumsan tortor quis turpis sed ante vivamus tortor
459,AMZN,sell,10/26/2022,5:04 PM,502142.27,631410,UGX,502.23,fermentum donec ut mauris eget massa tempor convallis nulla neque libero convallis eget eleifend luctus ultricies
460,TSLA,sell,4/21/2023,12:28 PM,136590.89,109834,JPY,897.06,enim lorem ipsum dolor sit amet consectetuer adipiscing elit proin interdum mauris non
461,AAPL,buy,12/24/2022,7:36 PM,868718.77,921033,CNY,506.79,neque duis bibendum morbi non quam nec dui luctus rutrum nulla
462,AAPL,sell,10/11/2022,8:35 AM,731524.48,109761,JPY,922.55,sit amet nunc viverra dapibus nulla suscipit ligula in lacus curabitur at ipsum ac tellus semper interdum
463,AMZN,sell,9/16/2022,5:04 AM,680097.46,367839,PGK,134.61,duis bibendum morbi non quam nec dui luctus rutrum nulla tellus in sagittis dui
464,AMZN,sell,4/3/2023,4:10 PM,361842.21,408523,AZN,802.11,non mauris morbi non lectus aliquam sit amet diam in magna bibendum
465,AMZN,buy,12/13/2022,2:35 PM,992056.18,281003,PLN,284.29,in imperdiet et commodo vulputate justo in blandit ultrices enim lorem ipsum dolor sit
466,GOOGL,buy,1/12/2023,5:12 PM,632429.51,737448,USD,430.86,mauris vulputate elementum nullam varius nulla facilisi cras non velit nec nisi vulputate nonummy
467,GOOGL,sell,10/16/2022,10:20 AM,169537.63,59453,RUB,79.15,lacus at velit vivamus vel nulla eget eros elementum pellentesque quisque
468,AMZN,sell,5/24/2022,12:23 PM,774537.79,946537,CNY,821.63,mi in porttitor pede justo eu massa donec dapibus duis at velit eu est congue elementum in hac habitasse
469,GOOGL,sell,7/23/2022,12:11 PM,678224.28,297054,CAD,80.47,in sapien iaculis congue vivamus metus arcu adipiscing molestie hendrerit
470,TSLA,buy,3/29/2023,8:42 AM,795171.96,725288,EUR,33.45,ridiculus mus etiam vel augue vestibulum rutrum rutrum neque aenean
471,GOOGL,sell,9/23/2022,8:36 AM,167720.65,306947,EUR,994.47,duis mattis egestas metus aenean fermentum donec ut mauris eget massa tempor convallis nulla
472,AMZN,buy,10/14/2022,4:34 AM,129170.98,98630,BDT,35.19,adipiscing elit proin interdum mauris non ligula pellentesque ultrices phasellus id sapien in sapien iaculis congue vivamus
473,AAPL,sell,1/4/2023,2:16 PM,273822.67,908122,PHP,648.57,eleifend quam a odio in hac habitasse platea dictumst maecenas ut massa quis augue luctus tincidunt nulla mollis
474,FB,buy,3/9/2023,9:36 PM,468863.56,877394,YER,803.48,ultrices enim lorem ipsum dolor sit amet consectetuer adipiscing elit proin interdum
475,FB,sell,1/7/2023,9:38 PM,936423.68,942314,RUB,961.23,ultrices erat tortor sollicitudin mi sit amet lobortis sapien sapien non mi integer ac neque duis bibendum morbi non
476,GOOGL,buy,2/6/2023,10:39 AM,563242.28,739883,PHP,291.92,eget tempus vel pede morbi porttitor lorem id ligula suspendisse ornare consequat lectus in est risus auctor
477,FB,sell,11/16/2022,10:36 PM,93362.07,378400,RUB,802.98,eleifend donec ut dolor morbi vel lectus in quam fringilla rhoncus mauris enim leo rhoncus sed
478,AMZN,sell,10/26/2022,11:54 AM,477840.42,784826,PKR,509.11,mauris lacinia sapien quis libero nullam sit amet turpis elementum ligula vehicula consequat morbi a ipsum integer a
479,GOOGL,sell,11/21/2022,4:44 PM,615461.06,397620,EUR,185.21,ut massa quis augue luctus tincidunt nulla mollis molestie lorem quisque ut erat curabitur gravida nisi at nibh
480,GOOGL,buy,3/5/2023,7:20 AM,784153.14,394319,IDR,280.42,praesent blandit lacinia erat vestibulum sed magna at nunc commodo placerat praesent blandit nam nulla integer pede justo lacinia
481,AMZN,buy,9/1/2022,4:18 PM,805916.9,348360,ILS,64.97,sodales sed tincidunt eu felis fusce posuere felis sed lacus morbi sem mauris
482,GOOGL,buy,5/24/2022,10:19 AM,299395.61,565045,RUB,347.91,blandit non interdum in ante vestibulum ante ipsum primis in faucibus orci luctus
483,AMZN,sell,3/15/2023,12:00 PM,583227.52,81463,SLL,53.87,ante nulla justo aliquam quis turpis eget elit sodales scelerisque mauris sit amet eros suspendisse accumsan tortor quis turpis
484,GOOGL,sell,1/8/2023,12:32 PM,405978.19,989135,UAH,686.82,pede justo eu massa donec dapibus duis at velit eu est congue elementum in hac habitasse platea dictumst morbi
485,FB,buy,9/10/2022,3:58 AM,28175.03,286975,CNY,332.73,orci luctus et ultrices posuere cubilia curae donec pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin mi
486,AMZN,buy,8/13/2022,3:10 AM,401928.45,262665,CNY,900.82,quis lectus suspendisse potenti in eleifend quam a odio in hac habitasse platea dictumst maecenas ut massa quis augue luctus
487,GOOGL,buy,5/11/2023,12:26 AM,10753.76,265815,KZT,223.12,ridiculus mus etiam vel augue vestibulum rutrum rutrum neque aenean auctor
488,AMZN,sell,2/6/2023,5:21 PM,81090.39,84261,SEK,608.69,est et tempus semper est quam pharetra magna ac consequat metus sapien ut nunc vestibulum ante ipsum
489,FB,buy,1/20/2023,11:00 AM,553210.08,60505,IDR,301.91,suscipit a feugiat et eros vestibulum ac est lacinia nisi
490,AAPL,buy,6/24/2022,3:29 AM,808579.18,182471,JPY,999.69,sodales scelerisque mauris sit amet eros suspendisse accumsan tortor quis turpis
491,GOOGL,sell,9/18/2022,10:55 PM,121684.19,785633,IDR,265.25,id pretium iaculis diam erat fermentum justo nec condimentum neque sapien placerat
492,TSLA,buy,12/2/2022,2:27 AM,896535.87,73825,BRL,471.18,pede malesuada in imperdiet et commodo vulputate justo in blandit ultrices
493,AMZN,sell,7/23/2022,8:15 AM,743947.71,210907,IDR,633.92,volutpat erat quisque erat eros viverra eget congue eget semper rutrum nulla nunc
494,FB,sell,8/12/2022,4:13 PM,454861.36,326061,CNY,821.1,consequat varius integer ac leo pellentesque ultrices mattis odio donec vitae nisi nam ultrices libero
495,GOOGL,buy,10/12/2022,1:08 AM,568122.99,499854,CNY,812.93,nullam orci pede venenatis non sodales sed tincidunt eu felis fusce posuere felis sed lacus morbi sem mauris laoreet ut
496,AAPL,buy,10/13/2022,7:52 PM,615022.72,342407,CAD,596.51,magna ac consequat metus sapien ut nunc vestibulum ante ipsum primis in faucibus orci luctus et
497,FB,sell,2/16/2023,7:07 PM,432617.97,38075,EUR,200.25,curae mauris viverra diam vitae quam suspendisse potenti nullam porttitor lacus at turpis donec posuere metus
498,FB,buy,1/2/2023,8:35 PM,170860.98,51933,PEN,297.01,est donec odio justo sollicitudin ut suscipit a feugiat et eros vestibulum ac est
499,GOOGL,buy,7/29/2022,1:25 AM,377311.59,760299,USD,244.18,sit amet justo morbi ut odio cras mi pede malesuada
500,TSLA,buy,6/28/2022,5:18 AM,325550.6,513760,NGN,53.04,dapibus augue vel accumsan tellus nisi eu orci mauris lacinia sapien quis libero nullam sit amet
501,AAPL,sell,10/4/2022,11:18 AM,769930.76,517367,RUB,427.66,tincidunt ante vel ipsum praesent blandit lacinia erat vestibulum sed magna at nunc commodo placerat praesent blandit nam nulla integer
502,TSLA,buy,8/3/2022,5:02 PM,333788.27,86377,CNY,823.62,eros elementum pellentesque quisque porta volutpat erat quisque erat eros viverra eget congue eget semper rutrum nulla
503,GOOGL,sell,4/24/2023,9:22 AM,457026.93,74262,EUR,119.69,diam vitae quam suspendisse potenti nullam porttitor lacus at turpis donec
504,AMZN,buy,1/8/2023,1:09 AM,946594.06,927532,IDR,195.91,lacus at turpis donec posuere metus vitae ipsum aliquam non
505,AMZN,buy,12/22/2022,1:45 PM,599678.12,85256,MYR,853.77,justo etiam pretium iaculis justo in hac habitasse platea dictumst etiam faucibus cursus urna
506,TSLA,sell,8/5/2022,12:07 PM,916675.35,508878,CNY,418.35,at dolor quis odio consequat varius integer ac leo pellentesque ultrices mattis odio donec vitae nisi nam ultrices
507,AMZN,sell,12/9/2022,3:31 PM,363728.1,482237,PHP,949.46,rutrum rutrum neque aenean auctor gravida sem praesent id massa id nisl venenatis
508,FB,sell,2/26/2023,8:16 PM,226945.17,558197,USD,786.44,mauris sit amet eros suspendisse accumsan tortor quis turpis sed ante vivamus tortor duis mattis egestas metus aenean fermentum donec
509,AAPL,sell,5/7/2023,8:07 AM,866678.25,889676,JPY,970.5,amet nulla quisque arcu libero rutrum ac lobortis vel dapibus at diam nam tristique
510,AAPL,buy,7/6/2022,2:08 AM,152012.76,380563,RUB,127.11,rutrum rutrum neque aenean auctor gravida sem praesent id massa id nisl
511,AMZN,buy,7/5/2022,3:01 PM,960679.8,938238,RUB,139.19,nulla sed accumsan felis ut at dolor quis odio consequat varius integer ac leo pellentesque
